,Case ID,Activity,Complete Timestamp
3416,1166,8,2010-10-26 15:49:21
3421,1167,9,2011-02-16 01:14:19
3422,1167,8,2011-03-14 18:31:02
3419,1167,1,2011-02-14 18:03:48
3420,1167,8,2011-02-14 18:04:20
3423,1167,6,2011-03-14 18:31:18
3427,1168,6,2011-07-19 15:57:22
3426,1168,6,2011-07-19 15:57:23
3428,1168,9,2011-06-18 00:00:22
3424,1168,1,2011-06-17 23:59:46
3425,1168,8,2011-07-07 00:08:34
3429,1169,1,2012-07-30 23:03:11
3430,1169,6,2012-07-31 21:37:16
3431,1170,1,2011-01-31 18:12:34
3432,1170,8,2011-01-31 19:43:27
3433,1170,6,2011-02-02 01:37:01
3434,1171,1,2011-12-13 17:19:55
3435,1171,8,2011-12-13 20:13:25
3436,1171,6,2011-12-13 20:22:43
3437,1172,1,2012-03-19 19:50:29
3438,1172,8,2012-03-29 22:18:31
3439,1172,9,2012-04-02 15:52:47
3440,1172,6,2012-04-02 17:05:06
3448,1173,6,2010-07-15 18:19:02
3447,1173,8,2010-07-14 22:02:02
3446,1173,6,2010-07-12 16:37:51
3445,1173,2,2010-07-06 18:36:50
3441,1173,1,2010-06-22 22:33:44
3443,1173,9,2010-07-01 17:02:51
3442,1173,8,2010-06-30 23:24:53
3444,1173,8,2010-07-06 17:36:29
3449,1174,1,2011-05-18 16:34:39
3450,1174,8,2011-05-18 16:35:01
3451,1174,6,2011-05-18 23:55:18
3456,1175,6,2012-01-16 20:45:15
3455,1175,8,2012-01-16 20:21:55
3454,1175,6,2012-01-16 20:20:57
3453,1175,8,2012-01-16 18:46:04
3452,1175,1,2012-01-12 00:59:39
3457,1177,1,2011-12-12 19:23:38
3458,1177,8,2011-12-12 20:37:24
3459,1177,6,2011-12-13 23:00:43
3460,1178,1,2011-04-05 16:07:00
3461,1178,8,2011-04-05 16:07:14
3462,1178,6,2011-04-05 16:09:39
3466,1180,8,2010-08-11 00:06:20
3465,1180,6,2010-08-11 00:07:04
3467,1180,8,2010-08-09 17:34:20
3463,1180,1,2010-07-01 22:30:32
3464,1180,9,2010-08-09 17:34:30
3468,1181,1,2012-02-13 18:15:33
3469,1181,8,2012-02-13 18:19:18
3470,1181,6,2012-02-13 20:42:19
3471,1182,1,2011-03-04 18:29:57
3472,1182,8,2011-03-04 18:30:34
3473,1182,6,2011-03-18 17:21:06
3478,1183,1,2010-07-08 23:35:41
3474,1183,8,2010-07-08 23:41:10
3475,1183,9,2010-07-08 23:41:22
3476,1183,8,2010-07-09 16:38:50
3477,1183,6,2010-07-09 16:38:59
3480,1184,6,2010-05-27 00:14:20
3481,1184,1,2010-05-20 21:58:47
3479,1184,8,2010-05-27 00:12:55
3482,1185,1,2012-08-10 14:49:50
3483,1185,8,2012-08-10 15:33:45
3484,1185,6,2012-08-10 15:42:42
3485,1186,1,2011-10-05 16:59:00
3486,1186,8,2011-10-21 16:18:58
3487,1186,6,2011-10-21 16:27:54
3488,1187,1,2012-07-24 15:22:02
3489,1187,8,2012-07-24 16:11:53
3490,1187,6,2012-07-24 22:39:54
3492,1188,6,2012-05-10 17:19:59
3493,1188,1,2012-05-03 23:51:50
3491,1188,8,2012-05-10 00:06:27
3494,1189,1,2011-03-04 18:10:16
3495,1189,8,2011-03-04 18:10:37
3496,1189,9,2011-03-04 18:25:12
3497,1189,8,2011-04-14 16:43:04
3498,1189,6,2011-04-14 16:43:14
3499,1190,1,2012-01-02 19:49:47
3500,1190,8,2012-01-02 19:49:58
3501,1190,6,2012-01-02 21:00:55
3502,1190,6,2012-01-02 21:00:56
3507,1191,1,2010-02-09 00:06:58
3505,1191,8,2010-02-09 00:12:00
3506,1191,9,2010-02-09 00:12:28
3503,1191,8,2010-02-26 01:56:34
3504,1191,6,2010-02-26 18:09:32
3508,1192,8,2012-03-27 17:53:32
3509,1192,6,2012-03-29 15:37:55
3510,1194,1,2011-01-10 19:50:41
3511,1194,1,2011-01-12 17:54:14
3512,1194,8,2011-01-12 18:32:22
3513,1194,6,2011-01-12 23:40:13
3514,1195,1,2012-01-24 22:27:17
3515,1195,8,2012-01-31 20:29:27
3516,1195,6,2012-02-07 19:01:30
3518,1196,6,2010-02-16 01:22:30
3519,1196,1,2010-02-02 19:17:37
3517,1196,8,2010-02-16 01:21:37
3520,1197,1,2011-12-20 18:21:55
3521,1197,1,2011-12-20 18:44:46
3522,1197,8,2011-12-21 19:09:33
3523,1197,9,2011-12-21 20:24:14
3524,1197,6,2011-12-23 00:48:16
3525,1198,1,2012-03-08 00:57:18
3526,1198,6,2012-03-08 00:59:42
3527,1198,6,2012-03-08 00:59:43
3529,1199,6,2012-02-22 19:17:46
3530,1199,1,2012-02-22 00:27:29
3528,1199,8,2012-02-22 17:57:31
3532,1200,6,2011-06-14 00:17:20
3533,1200,1,2011-06-08 21:51:32
3531,1200,8,2011-06-09 15:07:27
3536,1201,8,2012-05-15 15:16:00
3534,1201,6,2012-05-15 21:59:20
3535,1201,1,2012-05-15 15:07:16
3537,1202,1,2010-09-06 18:26:13
3538,1202,1,2010-09-08 22:56:29
3539,1202,8,2010-09-09 15:37:19
3540,1202,6,2010-09-09 15:56:27
3541,1203,1,2011-09-08 21:30:42
3542,1203,8,2011-10-03 18:32:48
3543,1203,6,2011-10-03 18:39:13
3550,1204,8,2010-07-29 21:25:46
3549,1204,8,2010-07-30 16:08:27
3547,1204,1,2010-06-30 17:08:26
3548,1204,6,2010-08-05 18:53:57
3545,1204,9,2010-07-29 21:38:22
3544,1204,6,2010-07-30 16:08:57
3546,1204,8,2010-08-04 18:52:02
3551,1205,1,2011-06-13 17:22:41
3552,1205,8,2011-06-13 17:22:52
3553,1205,6,2011-06-13 17:23:20
3554,1206,1,2011-03-03 23:28:56
3555,1206,8,2011-03-03 23:29:37
3556,1206,6,2011-03-05 02:00:05
3560,1207,6,2011-05-24 17:31:18
3557,1207,1,2011-05-04 21:49:39
3558,1207,8,2011-05-18 18:28:05
3559,1207,9,2011-05-18 18:43:36
3563,1208,8,2012-02-10 17:59:55
3561,1208,6,2012-02-11 02:05:32
3562,1208,1,2012-02-10 17:59:22
3564,1209,1,2011-04-18 18:48:58
3565,1209,8,2011-04-19 16:39:22
3566,1209,6,2011-04-19 18:48:39
3567,1211,1,2010-05-24 20:25:24
3568,1211,1,2010-06-04 21:04:07
3569,1211,8,2010-06-04 21:04:18
3570,1211,6,2010-06-04 21:05:47
3573,1212,8,2011-05-19 23:29:52
3571,1212,6,2011-05-20 15:56:24
3572,1212,1,2011-05-19 23:29:29
3576,1213,6,2011-01-21 18:45:18
3575,1213,8,2011-01-20 17:29:18
3574,1213,1,2011-01-04 23:22:59
3577,1214,1,2011-03-15 18:06:36
3578,1214,8,2011-03-15 18:11:14
3579,1214,8,2011-03-15 18:16:59
3580,1214,6,2011-03-15 18:29:40
3583,1215,8,2012-02-07 20:04:13
3581,1215,6,2012-02-08 22:35:19
3582,1215,1,2012-02-07 19:27:05
3585,1216,6,2012-06-07 23:07:55
3586,1216,1,2012-06-01 16:26:11
3584,1216,8,2012-06-04 15:55:24
3589,1217,8,2012-01-11 20:00:55
3587,1217,6,2012-01-30 17:29:07
3588,1217,1,2012-01-11 20:00:46
3590,1218,1,2010-07-29 00:07:39
3591,1218,8,2010-08-25 18:15:54
3592,1218,9,2010-08-25 18:19:50
3593,1218,8,2010-08-27 20:53:35
3594,1218,6,2010-08-27 20:56:35
3595,1219,1,2012-01-26 01:22:05
3596,1219,8,2012-01-26 01:43:36
3597,1219,6,2012-02-02 20:01:41
3599,1220,6,2010-10-21 21:59:06
3600,1220,1,2010-10-21 20:42:29
3598,1220,8,2010-10-21 21:57:26
3601,1222,1,2011-09-27 20:49:52
3602,1222,8,2011-09-30 21:46:52
3603,1222,6,2011-10-06 15:34:32
3604,1223,1,2010-01-26 20:36:21
3605,1223,8,2010-01-26 20:36:30
3606,1223,6,2010-01-27 01:06:29
3607,1223,8,2010-01-27 23:28:58
3608,1223,6,2010-02-08 20:54:13
3609,1224,1,2010-11-04 17:56:44
3610,1224,8,2010-11-04 22:53:48
3611,1224,6,2010-11-05 20:34:32
3613,1225,6,2011-08-11 15:32:57
3612,1225,1,2011-08-03 20:14:54
3614,1226,1,2011-10-28 16:12:21
3615,1226,6,2011-10-28 21:47:35
3616,1226,6,2011-10-28 21:47:35
3622,1227,8,2011-03-30 18:25:28
3621,1227,9,2011-03-03 00:38:40
3620,1227,6,2011-03-30 18:25:39
3623,1227,9,2011-03-03 00:25:06
3618,1227,8,2011-02-18 19:44:10
3617,1227,1,2011-02-17 17:20:28
3619,1227,8,2011-03-03 00:28:01
3624,1228,1,2011-03-08 22:29:52
3625,1228,8,2011-03-08 23:36:37
3626,1228,6,2011-03-08 23:37:31
3627,1229,1,2012-01-18 22:49:23
3628,1229,8,2012-01-18 22:49:32
3629,1229,6,2012-01-25 17:31:08
3632,1230,8,2012-07-23 23:34:20
3630,1230,6,2012-09-05 22:49:30
3631,1230,1,2012-07-23 23:34:10
3634,1231,6,2010-10-26 22:32:05
3635,1231,1,2010-10-26 16:10:17
3633,1231,8,2010-10-26 22:31:56
3637,1232,6,2010-10-20 22:16:43
3638,1232,1,2010-10-19 21:44:24
3636,1232,8,2010-10-20 22:16:30
3640,1233,6,2012-06-26 23:10:47
3641,1233,1,2012-06-26 15:05:06
3639,1233,8,2012-06-26 16:04:31
3642,1234,1,2011-07-21 21:31:45
3643,1234,8,2011-07-25 18:42:21
3644,1234,9,2011-07-29 16:11:46
3645,1234,6,2011-07-29 17:35:08
3646,1236,1,2012-01-20 20:58:38
3647,1236,8,2012-01-27 18:24:34
3648,1236,9,2012-02-11 01:27:16
3649,1236,6,2012-02-29 00:51:07
3650,1237,1,2010-09-29 16:13:24
3651,1237,8,2010-09-29 16:24:50
3652,1237,6,2010-09-29 16:33:08
3655,1240,8,2011-01-12 17:36:40
3653,1240,6,2011-01-18 23:10:14
3654,1240,1,2011-01-12 17:36:24
3656,1241,1,2011-05-12 16:15:54
3657,1241,8,2011-05-13 21:24:34
3658,1241,6,2011-05-17 21:58:46
3659,1242,1,2010-08-03 21:32:39
3660,1242,8,2010-09-03 21:20:03
3661,1242,6,2010-09-03 21:20:38
3664,1243,8,2011-04-28 21:15:05
3662,1243,6,2011-05-10 23:22:45
3663,1243,1,2011-04-28 21:14:17
3667,1244,8,2012-01-09 20:30:54
3665,1244,6,2012-01-09 20:34:14
3666,1244,1,2012-01-03 23:28:01
3678,1245,8,2010-04-13 16:14:05
3679,1245,6,2010-04-07 16:18:56
3677,1245,2,2010-03-24 20:28:37
3675,1245,8,2010-03-24 20:28:29
3674,1245,9,2010-03-23 23:37:26
3676,1245,6,2010-04-13 16:16:05
3672,1245,6,2010-03-23 17:27:39
3671,1245,8,2010-03-23 17:27:31
3670,1245,8,2010-03-23 23:37:15
3669,1245,9,2010-03-15 19:15:11
3668,1245,1,2010-03-11 23:28:06
3673,1245,8,2010-03-15 19:14:59
3680,1247,1,2010-07-28 18:24:44
3681,1247,8,2010-07-29 17:04:00
3682,1247,9,2010-07-29 17:04:40
3683,1247,8,2010-08-02 20:24:32
3684,1247,6,2010-08-02 20:25:14
3688,1248,9,2012-01-17 22:37:05
3687,1248,6,2012-01-19 01:54:54
3689,1248,8,2012-01-02 17:52:16
3685,1248,1,2011-12-29 00:03:25
3686,1248,9,2012-01-11 22:50:22
3692,1251,9,2012-07-19 23:57:30
3693,1251,6,2012-07-25 23:49:27
3690,1251,1,2012-07-18 18:59:39
3691,1251,8,2012-07-19 22:24:54
3694,1252,1,2011-04-01 17:04:45
3695,1252,8,2011-04-01 17:05:07
3696,1252,6,2011-04-05 21:06:00
3697,1252,6,2011-04-05 21:06:00
3698,1253,1,2010-04-28 21:42:14
3699,1253,8,2010-05-21 15:57:24
3700,1253,6,2010-05-21 16:04:28
3701,1255,1,2011-11-16 19:05:56
3702,1255,8,2011-11-21 18:08:04
3703,1255,9,2011-11-21 18:29:29
3704,1255,6,2011-11-25 20:38:45
3708,1256,6,2012-05-08 23:06:50
3707,1256,9,2012-05-07 16:35:41
3706,1256,8,2012-05-07 15:26:46
3705,1256,1,2012-05-04 17:52:28
3709,1257,1,2010-02-23 22:17:01
3710,1257,8,2010-02-23 22:17:09
3711,1257,6,2010-02-23 22:18:28
3712,1258,1,2010-09-17 17:28:18
3713,1258,8,2010-09-17 17:28:46
3714,1258,6,2010-09-21 15:54:28
3717,1259,6,2011-12-22 23:23:53
3715,1259,6,2011-12-22 23:23:54
3716,1259,1,2011-12-22 23:22:19
3720,1260,8,2011-10-10 21:42:44
3718,1260,6,2011-10-13 20:20:46
3719,1260,1,2011-10-10 21:42:00
3721,1262,1,2012-07-09 15:08:38
3722,1262,8,2012-07-09 15:08:52
3723,1262,6,2012-07-16 15:41:30
3724,1263,1,2011-03-08 17:11:58
3725,1263,8,2011-03-08 17:12:52
3726,1263,6,2011-03-08 20:19:50
3731,1264,1,2011-05-04 15:39:58
3727,1264,8,2011-05-04 18:26:23
3728,1264,9,2011-05-04 23:00:40
3729,1264,8,2011-05-19 15:32:11
3730,1264,6,2011-05-19 15:34:41
3735,1265,6,2011-02-11 23:00:49
3734,1265,8,2011-02-11 01:49:11
3732,1265,1,2011-02-10 23:49:46
3733,1265,1,2011-02-11 01:44:51
3736,1266,1,2010-07-29 17:57:56
3737,1266,8,2010-07-29 21:21:09
3738,1266,6,2010-07-29 21:21:29
3739,1267,1,2012-05-24 17:35:45
3740,1267,8,2012-05-28 22:31:48
3741,1267,6,2012-05-28 22:55:04
3742,1268,1,2011-11-23 19:44:05
3743,1268,6,2011-11-23 19:45:05
3748,1270,6,2011-04-06 18:06:22
3747,1270,9,2011-04-06 16:19:11
3745,1270,8,2011-04-06 18:06:05
3746,1270,8,2011-04-06 16:17:40
3744,1270,1,2011-04-06 16:15:21
3749,1271,1,2012-06-19 16:22:48
3750,1271,6,2012-06-19 17:46:13
3751,1273,1,2010-11-04 22:48:08
3752,1273,8,2010-11-11 22:27:28
3753,1273,6,2010-11-11 23:59:53
3754,1274,1,2012-06-07 16:21:58
3755,1274,8,2012-06-07 16:22:24
3756,1274,6,2012-06-07 17:22:49
3760,1276,6,2011-01-18 00:40:13
3759,1276,8,2011-01-11 19:33:48
3757,1276,1,2011-01-11 19:24:57
3758,1276,1,2011-01-11 19:33:43
3761,1277,1,2010-03-29 21:48:03
3762,1277,8,2010-03-31 19:02:09
3763,1277,6,2010-04-07 16:13:24
3764,1278,1,2010-10-12 23:23:25
3765,1278,8,2010-10-13 16:55:00
3766,1278,6,2010-10-13 16:55:08
3770,1279,6,2010-09-21 15:13:28
3767,1279,1,2010-09-17 21:16:42
3768,1279,1,2010-09-17 23:49:25
3769,1279,8,2010-09-21 15:12:53
3773,1280,6,2010-09-09 20:08:56
3772,1280,8,2010-09-09 19:59:32
3771,1280,1,2010-09-03 15:48:05
3774,1281,1,2012-06-28 15:03:06
3775,1281,8,2012-06-28 15:03:28
3776,1281,6,2012-06-28 16:01:26
3777,1281,6,2012-06-28 16:01:27
3778,1282,3,2010-07-01 20:14:34
3779,1282,1,2010-07-01 20:32:08
3780,1282,1,2010-07-02 16:53:50
3781,1282,8,2010-07-02 20:24:18
3782,1282,9,2010-07-02 20:24:33
3783,1282,8,2010-07-29 16:22:16
3784,1282,6,2010-07-29 16:22:33
3787,1283,8,2010-05-25 17:00:26
3785,1283,6,2010-05-25 17:00:37
3786,1283,1,2010-05-17 22:50:31
3788,1284,3,2010-05-27 22:14:04
3789,1284,1,2010-05-27 23:48:06
3790,1284,8,2010-05-27 23:48:15
3791,1284,6,2010-05-28 17:28:19
3792,1285,1,2011-01-31 19:42:03
3793,1285,8,2011-01-31 19:54:35
3794,1285,6,2011-01-31 19:54:51
3795,1286,1,2011-03-14 19:46:56
3796,1286,8,2011-03-14 19:47:27
3797,1286,6,2011-03-15 00:08:30
3800,1287,8,2012-05-14 21:04:33
3798,1287,6,2012-05-14 23:58:40
3799,1287,1,2012-05-11 23:26:17
3801,1288,8,2011-04-27 18:30:33
3802,1288,6,2011-04-28 18:35:57
3803,1288,8,2011-04-28 18:37:57
3804,1288,9,2011-04-28 18:38:05
3805,1288,8,2011-05-03 17:17:47
3806,1288,6,2011-05-03 17:18:46
3807,1289,1,2010-11-26 23:22:27
3808,1289,8,2010-11-26 23:22:41
3809,1289,6,2010-11-26 23:22:49
3812,1290,6,2012-08-09 21:22:59
3811,1290,8,2012-08-09 21:19:28
3810,1290,1,2012-08-09 21:19:16
3813,1291,1,2011-03-03 01:02:54
3814,1291,8,2011-03-03 01:03:12
3815,1291,6,2011-03-03 01:06:58
3816,1293,1,2012-02-14 00:11:25
3817,1293,8,2012-02-14 20:51:06
3818,1293,6,2012-02-14 22:24:02
3819,1294,1,2011-09-15 20:26:09
3820,1294,8,2011-09-20 17:37:07
3821,1294,6,2011-09-20 23:19:21
3824,1295,6,2012-04-13 15:59:58
3823,1295,8,2012-04-12 22:57:47
3822,1295,1,2012-04-12 22:57:38
3825,1296,1,2011-11-22 17:08:57
3826,1296,8,2011-11-23 01:05:16
3827,1296,6,2011-11-25 22:58:41
3828,1297,1,2010-12-22 17:22:44
3829,1297,8,2010-12-28 02:01:15
3830,1297,8,2011-02-03 22:20:53
3831,1297,6,2011-02-03 22:45:35
3833,1298,6,2010-12-24 01:13:58
3834,1298,1,2010-12-22 18:22:41
3832,1298,8,2010-12-24 01:13:50
3835,1300,1,2011-01-17 19:36:18
3836,1300,8,2011-01-27 20:15:35
3837,1300,6,2011-01-27 20:23:25
3843,1302,8,2011-03-08 17:57:26
3838,1302,9,2011-03-08 19:39:56
3839,1302,8,2011-03-18 18:53:33
3840,1302,6,2011-03-18 18:53:49
3841,1302,8,2011-03-22 17:10:15
3842,1302,1,2011-03-08 17:55:21
3844,1302,6,2011-03-28 16:06:13
3846,1306,8,2011-04-21 20:32:11
3845,1306,1,2011-04-21 20:27:11
3847,1306,6,2011-04-22 16:21:01
3851,1307,8,2010-12-20 19:27:53
3850,1307,6,2010-12-20 19:28:10
3852,1307,8,2010-11-11 22:24:36
3848,1307,1,2010-11-05 20:57:43
3849,1307,9,2010-11-23 22:30:43
3854,1308,6,2010-12-23 00:18:08
3855,1308,1,2010-12-21 23:23:11
3853,1308,8,2010-12-21 23:59:20
3856,1310,1,2010-12-15 17:56:44
3857,1310,8,2010-12-15 17:57:29
3858,1310,9,2010-12-15 17:57:43
3859,1310,8,2011-01-10 17:28:37
3860,1310,6,2011-01-10 17:28:52
3861,1311,1,2012-01-24 17:16:57
3862,1311,8,2012-01-24 17:17:22
3863,1311,6,2012-01-24 18:27:58
3865,1312,6,2011-06-20 15:52:36
3866,1312,1,2011-06-20 15:36:15
3864,1312,8,2011-06-20 15:46:13
3867,1313,1,2012-09-03 18:50:54
3868,1313,8,2012-09-03 18:52:34
3869,1313,6,2012-09-19 16:10:34
3870,1316,1,2012-05-16 15:08:15
3871,1316,8,2012-05-16 15:35:03
3872,1316,6,2012-05-16 15:48:57
3873,1317,1,2012-07-18 15:01:14
3874,1317,6,2012-07-18 15:24:34
3877,1320,8,2012-05-02 21:49:15
3875,1320,6,2012-05-07 18:20:51
3876,1320,1,2012-05-02 20:09:26
3880,1321,9,2012-04-23 15:20:19
3881,1321,6,2012-05-11 16:51:18
3878,1321,1,2012-04-18 16:55:20
3879,1321,8,2012-04-18 20:36:14
3882,1322,1,2010-06-04 17:44:39
3883,1322,8,2010-06-04 18:42:32
3884,1322,9,2010-06-04 18:42:52
3885,1322,8,2010-06-22 00:34:06
3886,1322,6,2010-06-22 00:34:13
3887,1324,1,2011-04-20 22:51:26
3888,1324,8,2011-04-20 22:51:48
3889,1324,6,2011-04-26 17:22:16
3890,1324,8,2011-05-03 18:00:28
3891,1324,6,2011-05-04 16:47:04
3892,1325,1,2012-01-11 18:44:33
3893,1325,6,2012-01-12 23:25:42
3896,1326,8,2011-10-24 18:09:49
3894,1326,6,2011-10-28 21:16:38
3895,1326,1,2011-10-24 18:09:39
3897,1327,1,2012-08-07 20:34:32
3898,1327,9,2012-09-05 20:43:03
3899,1327,6,2012-09-13 22:58:00
3900,1328,1,2010-02-23 00:00:57
3901,1328,8,2010-02-23 00:01:16
3902,1328,9,2010-02-24 00:52:23
3903,1328,8,2010-02-24 18:50:30
3904,1328,6,2010-02-24 19:29:49
3905,1329,1,2012-03-01 22:23:41
3906,1329,8,2012-03-02 16:57:34
3907,1329,6,2012-03-02 23:50:16
3910,1330,6,2012-08-13 17:26:32
3909,1330,6,2012-08-13 17:26:32
3908,1330,1,2012-08-10 21:34:03
3911,1331,1,2011-12-09 18:38:14
3912,1331,8,2011-12-09 18:38:22
3913,1331,6,2011-12-14 18:09:36
3914,1332,1,2012-09-04 00:10:07
3915,1332,8,2012-09-05 15:13:32
3916,1332,6,2012-09-20 21:22:50
3917,1333,1,2010-06-01 15:53:51
3918,1333,8,2010-06-04 17:16:54
3919,1333,9,2010-06-04 20:12:27
3920,1333,8,2010-06-09 19:47:56
3921,1333,6,2010-06-09 19:48:04
3926,1334,8,2012-02-20 17:47:32
3925,1334,9,2012-02-22 02:00:14
3922,1334,6,2012-02-22 22:53:23
3923,1334,1,2012-02-17 23:45:57
3924,1334,1,2012-02-17 23:33:50
3927,1335,1,2011-11-03 19:52:15
3928,1335,8,2011-11-03 19:52:31
3929,1335,6,2011-11-04 00:53:26
3933,1336,6,2012-02-09 20:44:04
3930,1336,1,2012-02-07 20:20:12
3931,1336,8,2012-02-07 20:20:24
3932,1336,6,2012-02-09 20:44:03
3936,1337,8,2011-10-11 22:12:12
3934,1337,6,2011-10-11 22:12:58
3935,1337,1,2011-09-16 21:19:34
3937,1338,1,2012-09-13 21:52:09
3938,1338,6,2012-10-01 16:22:48
3945,1339,1,2011-06-27 22:21:02
3943,1339,8,2011-07-12 21:39:57
3942,1339,8,2011-07-01 22:31:29
3944,1339,9,2011-07-11 20:47:43
3940,1339,1,2011-06-27 22:29:27
3939,1339,9,2011-07-12 21:45:22
3941,1339,6,2011-07-13 15:32:18
3946,1340,1,2010-07-27 21:32:52
3947,1340,8,2010-07-27 21:41:21
3948,1340,6,2010-07-27 21:41:28
3951,1341,8,2011-07-13 22:01:30
3949,1341,6,2011-07-13 22:02:33
3950,1341,1,2011-07-13 16:16:30
3953,1342,6,2011-08-03 16:37:41
3954,1342,1,2011-07-29 21:03:29
3952,1342,6,2011-08-03 16:37:40
3957,1343,9,2012-05-31 18:43:47
3958,1343,6,2012-05-31 21:18:43
3955,1343,1,2012-05-29 23:40:26
3956,1343,8,2012-05-30 22:46:28
3961,1344,6,2012-07-17 20:46:20
3960,1344,8,2012-07-17 18:39:48
3959,1344,1,2012-07-17 18:39:38
3966,1345,8,2011-05-03 15:21:42
3967,1345,2,2011-05-03 15:25:49
3965,1345,6,2011-05-18 16:37:33
3962,1345,9,2011-04-20 20:56:05
3963,1345,1,2011-04-13 23:24:54
3964,1345,8,2011-04-13 23:25:35
3968,1346,1,2011-12-13 17:38:37
3969,1346,8,2011-12-14 01:11:08
3970,1346,9,2011-12-15 17:54:06
3971,1346,6,2012-01-03 01:28:35
3972,1347,1,2010-11-15 17:19:05
3973,1347,8,2010-11-15 19:14:08
3974,1347,6,2010-11-17 20:25:24
3975,1348,1,2011-02-10 17:16:03
3976,1348,8,2011-02-10 17:16:33
3977,1348,6,2011-02-11 00:55:20
3981,1349,6,2012-01-20 18:09:17
3980,1349,9,2012-01-10 20:11:34
3979,1349,8,2012-01-05 19:04:26
3978,1349,1,2011-12-27 23:51:23
3982,1350,1,2012-05-09 00:05:37
3983,1350,8,2012-05-16 16:04:37
3984,1350,9,2012-05-16 23:11:27
3985,1350,6,2012-05-25 15:42:41
3986,1351,3,2010-06-10 15:24:28
3987,1351,1,2010-06-10 19:14:25
3988,1351,8,2010-06-17 20:41:37
3989,1351,6,2010-07-01 17:20:34
3992,1352,6,2010-02-18 23:17:42
3991,1352,8,2010-02-18 23:17:36
3990,1352,1,2010-02-18 00:36:36
3993,1353,1,2010-09-13 17:20:51
3994,1353,8,2010-09-13 17:21:11
3995,1353,9,2010-09-30 23:02:20
3996,1353,9,2010-10-07 17:33:35
3997,1353,8,2010-10-08 18:13:46
3998,1353,6,2010-10-08 18:13:59
3999,1354,1,2012-03-30 23:30:09
4000,1354,8,2012-04-02 23:20:47
4001,1354,9,2012-04-06 22:12:57
4002,1354,6,2012-04-20 18:42:17
4005,1355,8,2012-01-26 22:20:09
4003,1355,6,2012-01-28 00:27:23
4004,1355,1,2012-01-26 22:16:11
4006,1356,1,2012-08-08 15:29:37
4007,1356,8,2012-08-08 16:01:00
4008,1356,6,2012-08-10 22:02:50
4009,1357,1,2010-09-20 22:52:16
4010,1357,8,2010-09-20 22:52:31
4011,1357,6,2010-09-20 22:52:54
4012,1360,1,2010-12-17 19:33:28
4013,1360,8,2010-12-17 19:37:30
4014,1360,6,2010-12-17 22:38:37
4017,1361,8,2011-05-04 20:44:29
4015,1361,6,2011-05-04 21:44:28
4016,1361,1,2011-05-04 20:44:15
4018,1362,1,2011-11-09 22:27:25
4019,1362,8,2011-11-09 22:46:24
4020,1362,6,2011-11-10 17:57:19
4021,1363,1,2012-07-17 21:13:29
4022,1363,8,2012-07-19 15:24:17
4023,1363,6,2012-07-24 21:50:16
4024,1365,3,2012-02-27 17:10:47
4025,1365,8,2012-02-27 17:11:11
4026,1365,6,2012-02-27 18:28:28
4028,1367,6,2010-05-04 21:20:37
4029,1367,1,2010-04-26 18:34:05
4027,1367,8,2010-05-04 21:19:40
4030,1368,1,2012-02-29 22:57:19
4031,1368,6,2012-03-02 19:36:18
4032,1369,3,2011-08-10 17:57:40
4033,1369,1,2011-08-10 20:49:59
4034,1369,1,2011-08-10 20:50:00
4035,1369,8,2011-08-22 22:12:17
4036,1369,9,2011-08-22 22:18:36
4037,1369,6,2011-08-26 22:17:15
4040,1370,8,2012-06-07 23:17:28
4038,1370,6,2012-06-18 20:22:15
4039,1370,1,2012-06-07 23:17:19
4043,1372,8,2011-07-08 16:58:32
4041,1372,6,2011-07-12 01:01:35
4042,1372,1,2011-07-07 20:58:51
4044,1373,1,2010-04-09 15:37:43
4045,1373,1,2010-04-14 23:09:55
4046,1373,8,2010-04-14 23:13:59
4047,1373,6,2010-04-14 23:14:04
4048,1374,1,2011-12-20 23:07:56
4049,1374,8,2011-12-21 19:08:25
4050,1374,9,2012-01-03 19:19:20
4051,1374,6,2012-01-11 20:46:16
4052,1376,1,2010-04-27 20:52:43
4053,1376,8,2010-05-04 21:24:49
4054,1376,6,2010-05-04 21:59:35
4055,1376,8,2010-05-25 23:43:54
4056,1376,6,2010-05-25 23:48:33
4060,1377,8,2011-11-22 17:13:41
4059,1377,6,2011-11-28 20:51:19
4061,1377,8,2011-11-10 20:26:58
4057,1377,1,2011-11-09 01:31:47
4058,1377,9,2011-11-10 20:29:43
4063,1378,6,2011-10-07 23:45:38
4064,1378,1,2011-08-29 22:09:34
4062,1378,8,2011-08-31 15:53:54
4066,1379,6,2011-08-05 23:53:45
4067,1379,1,2011-08-04 23:56:35
4065,1379,8,2011-08-05 21:37:10
4071,1380,6,2011-08-19 17:38:04
4070,1380,9,2011-08-04 23:14:40
4068,1380,1,2011-08-04 20:28:49
4069,1380,8,2011-08-04 20:41:58
4072,1381,1,2011-01-04 19:21:33
4073,1381,1,2011-01-12 00:15:48
4074,1381,8,2011-01-12 00:15:59
4075,1381,9,2011-01-19 00:56:39
4076,1381,8,2011-01-31 23:11:27
4077,1381,6,2011-01-31 23:11:42
4078,1382,1,2010-10-22 20:44:40
4079,1382,8,2010-10-25 23:07:52
4080,1382,6,2010-10-25 23:08:26
4081,1383,1,2010-10-29 21:06:49
4082,1383,8,2010-11-02 22:01:02
